0.002	1.001
0.107	1.005
0.328	1.058
0.465	1.112
0.550	1.153
0.732	1.263
0.830	1.334
1.035	1.501
1.178	1.646
1.331	1.799
1.569	2.065
1.778	2.331
1.976	2.595
2.166	2.866
2.342	3.126
2.539	3.435
2.733	3.736
2.886	3.989
3.117	4.383
3.262	4.636
3.398	4.876
3.521	5.087
3.657	5.337
3.802	5.612
3.914	5.807
4.001	5.973
